joint1,joint2,joint3,joint4,joint5,joint5,isCollision
2.34632,1.81176,1.68,-2.32453,-0.738839,-1.03229,0
-2.01688,-0.5673,-0.490996,0.475998,2.67102,2.06251,1
1.24038,-0.48027,-2.56113,-0.549689,1.48514,-0.342783,1
-0.968514,-0.666553,0.232794,-0.546538,0.857148,1.52902,0
2.1237,0.0217644,0.179955,-1.33631,1.99494,-0.748348,1
-0.958017,-2.12109,-2.16831,-1.44036,-2.65225,2.19035,0
2.88476,-2.02724,-2.69231,-2.11176,1.39646,1.63847,0
-2.667,-0.987826,0.141033,-1.02518,-0.642022,2.20655,1
0.304034,-0.637344,0.422654,-0.552121,2.97392,-2.55797,0
1.35275,-2.22893,-1.30393,-0.0856716,2.28284,0.179954,0
-1.0493,1.84288,-1.56335,0.641614,2.64949,0.0603941,1
3.05948,0.558143,-1.73996,-0.146556,1.30149,2.10819,1
3.01615,1.42264,0.000836628,-2.63734,3.05784,2.66358,0
-2.71662,-1.10997,-2.69929,1.36788,-2.11346,2.32513,1
2.27531,2.90069,0.700587,-1.31556,-0.948502,1.67406,1
2.23615,0.621685,2.2962,0.613685,-2.77803,-1.12972,1
-1.92072,-2.08553,2.63798,-1.75314,0.262405,2.89187,1
2.89956,-2.90015,-1.14179,1.27293,2.98062,-2.8711,0
1.43517,-1.02959,0.220154,-2.66857,-2.6763,0.0116709,1
2.7235,1.36667,-1.04945,-1.49682,1.60724,-2.0076,0
2.88565,-1.77826,-0.367122,2.24878,-2.90216,1.54485,1
1.15335,-0.38305,2.08536,2.68795,-2.07019,-2.25656,0
1.20403,-0.160104,2.32446,-1.34454,2.84202,2.71556,0
2.90251,1.42706,0.900798,3.12507,0.928404,0.898984,0
1.99471,2.72209,-2.47218,2.2545,-2.63063,2.40624,1
-1.70644,2.74616,1.87351,2.24378,1.58165,-2.28389,1
1.80002,-1.12734,1.4197,-1.56256,1.25395,-1.23939,1
1.00534,2.3338,-2.30313,2.06782,1.65383,1.90031,0
0.0483157,2.88898,1.02581,-1.53314,-0.408128,-0.638652,1
-1.488,-0.320049,-2.62312,2.05915,2.23832,1.2669,0
1.55905,-2.20429,-1.52145,2.38994,0.855742,-0.726469,1
-1.36584,-3.11498,0.575434,2.09038,3.13398,-1.71034,1
1.3995,-2.39186,-2.09187,-0.839251,-2.6911,-0.924687,1
0.808614,2.31058,-0.171734,-0.605186,2.31756,-2.27545,1
2.79596,-2.23803,-1.43268,-0.679167,-0.0180688,1.54315,0
-1.92823,0.0686691,2.77388,0.652332,2.11135,-0.29097,0
2.74929,0.17742,-1.69931,-2.41022,1.4716,1.58365,1
2.42803,3.1082,-1.2664,-0.9654,0.912306,-0.0100791,0
0.0275701,-0.162735,2.16765,-0.287492,2.4451,0.978576,0
0.245782,-0.812633,2.39498,-2.45112,-1.84911,-2.95516,0
-0.941156,0.967544,-0.380264,-1.36821,3.13081,-1.36466,0
-1.8686,2.27823,1.86489,2.40104,2.28197,-2.13485,0
-2.43282,-2.55296,-1.27286,-1.87928,-3.08976,-2.54336,1
-2.4393,3.08522,-1.59079,-0.535418,-0.263735,1.10342,0
-0.849992,-3.13482,-1.78233,0.0177531,2.39635,3.03922,0
-2.73896,-1.31265,-1.67863,1.16713,0.135481,-0.276041,0
-0.249661,-1.77163,-0.274645,0.480417,1.96699,-1.78786,0
-1.99965,-1.97524,2.55556,1.87302,1.54524,0.323066,0
-1.85218,-2.22436,-2.02592,2.26602,-2.0765,1.84985,1
1.32443,2.09034,1.83269,2.73714,-1.70438,-0.860988,0
-2.78351,-2.91843,0.495788,-1.62823,-2.89974,-1.035,1
0.761554,-0.675572,-2.82137,-2.66699,-1.52274,-0.706054,0
-0.473324,0.422889,-0.525225,-2.33259,1.08629,-0.282179,1
1.86335,-0.276328,-3.01388,-0.488178,2.47385,-1.93439,0
1.75086,-0.316013,-1.98513,0.790803,0.000524608,-0.674099,1
-0.666992,0.853034,-1.64083,-0.657296,2.52158,2.99768,0
1.51934,-0.0196571,3.11547,-0.792523,2.06537,0.444204,0
-2.15125,2.09572,0.702319,-1.39557,-1.51718,2.31167,1
0.109826,-2.18406,-0.71198,1.89817,-1.10802,-0.420206,0
3.1127,-1.72481,-2.24227,1.91782,-1.34311,0.774923,0
-2.40588,-1.80575,1.88931,0.194523,1.38341,-0.0285063,0
-2.52674,1.19978,-0.507715,0.679133,-1.77335,2.30849,0
-0.176272,-1.94154,-1.01055,-0.297487,1.5513,-1.9004,1
1.12145,-0.838201,0.958501,0.537901,-2.53943,0.595064,0
0.561296,-2.36363,0.57266,0.164074,1.08378,0.340999,1
-2.48539,-1.18495,-1.88999,-1.81298,2.74953,-0.623903,0
0.110151,-1.16622,-0.43024,1.1172,1.75283,1.12466,0
-2.5963,2.1747,-1.50695,-0.355533,1.04967,-2.90872,0
-1.42924,-1.30478,0.537985,-0.231315,0.0502647,-2.62987,1
1.10163,-1.86051,-2.62675,-2.46581,-1.80885,1.62094,0
2.51111,-0.34067,-1.44878,1.87217,1.18902,2.50149,0
-1.3662,-2.65497,0.163103,-2.47284,2.35772,0.985754,0
-1.75308,-2.48269,1.98284,-1.5025,-0.831858,1.03662,0
0.213856,1.90363,-1.30719,-1.65973,3.11931,1.54557,0
1.10517,0.243978,1.33276,1.61756,0.29359,2.93905,1
2.79628,2.60345,-0.0527349,-2.30498,1.16806,2.77702,1
-3.12922,-1.78553,-0.293303,-0.0547978,-2.42324,2.92421,0
1.21987,-0.171394,2.99869,-2.47679,-1.53631,0.240866,0
0.940042,-2.84976,0.802983,-1.80083,-0.0499927,0.0723482,1
-1.31471,0.804455,-0.104763,0.303217,1.53001,2.27984,0
0.468013,0.48948,2.26642,-1.22205,-2.70094,1.89113,0
-2.96373,-2.74852,-2.90076,1.02435,2.17544,0.597555,1
1.00226,2.27684,-1.14808,-0.636813,-3.06524,2.0887,1
-1.55196,2.08436,2.3605,0.444703,-1.80532,2.74673,1
-1.78389,-1.7548,0.2248,1.83006,-1.36451,-3.01495,1
-2.57604,-0.0192693,1.71884,-0.933522,2.62804,-2.19684,0
-3.02016,1.02399,-2.18005,-2.37184,-1.11322,0.765901,0
3.07555,-0.266455,0.872292,0.95242,-2.25805,-2.54668,1
0.29113,-1.70565,-2.13158,-1.69149,1.93702,-0.117561,1
2.85334,-2.43743,-2.50914,-0.382515,0.24408,0.0690944,0
0.216862,1.64386,2.02432,-2.00734,1.904,-0.586725,0
-1.08003,0.960369,-0.985098,-2.17594,1.4844,1.99613,1
1.66984,-3.06268,-0.609496,-2.78273,0.931542,-1.86223,0
1.08909,0.501232,-2.90216,-1.74739,2.06349,-0.590537,1
1.15164,-0.237806,-2.47058,0.0229088,1.16267,-3.08513,1
-1.63146,1.85279,3.01218,-1.29705,-2.38356,1.43498,0
0.490371,2.85251,3.00055,-2.07914,-3.12678,0.976999,1
2.09078,1.07376,-2.04974,2.69712,0.705137,2.24457,1
2.33032,0.482571,-0.475749,-1.25406,1.23734,-1.4271,0
-2.08658,1.18937,2.88502,0.258218,-1.76671,-0.809547,0
1.78187,1.06432,-1.48509,0.651046,1.72927,-1.07349,1
-2.59424,0.465223,1.36998,-2.83812,2.70345,-2.81114,0
-2.40321,0.204567,-1.09849,-1.21502,-0.0462995,1.8424,1
-1.76429,-1.93923,-0.264251,-2.40688,-1.2482,-2.58909,1
2.50631,2.28373,-2.7531,0.254801,-2.5555,-3.03908,0
-1.81516,-2.49844,-1.05032,-2.40939,-0.916358,0.646813,1
0.362304,-2.75929,0.0538312,1.42004,2.85872,1.6451,0
3.05405,-0.141028,-2.21363,-0.50176,2.13424,-2.85186,1
-2.34628,-1.98892,-3.06343,2.25117,1.21836,-1.19603,0
0.53003,-2.11856,1.5219,-1.28183,-2.20477,1.11803,1
-2.85675,2.80082,1.85668,2.54741,0.0402454,-1.0245,0
-2.24588,-1.4092,-0.611159,1.91677,1.78706,0.55378,0
-1.3781,-2.52949,2.71602,2.68029,0.446739,0.87871,0
-2.04753,3.07677,-2.30503,-1.37498,-1.13509,-0.330067,0
-1.44443,2.59174,-0.74668,0.379091,-2.18621,2.79138,0
2.81737,-1.19486,-2.18888,2.5925,2.45323,-3.08873,1
-0.93741,3.02838,1.59914,-0.8019,0.342056,1.043,1
-0.991774,-1.121,-0.701994,-2.09444,2.93606,1.65363,0
-2.5301,0.216164,0.885437,2.75031,0.316889,0.423848,0
-1.78077,1.55025,1.2549,0.256094,-1.61805,-0.505344,0
0.501587,1.72403,2.3511,2.30083,0.673402,2.60715,1
-1.62855,-2.73261,0.640152,2.4592,-1.43737,-2.28339,1
2.77673,-0.65775,3.04379,0.368183,0.59756,1.61439,0
-2.12925,1.56541,2.96417,-2.25404,-1.03099,-3.11029,1
-0.428365,-2.02961,1.22596,-0.660214,1.99799,1.55358,1
-2.04973,2.40894,1.24428,2.89274,2.30951,0.00248593,0
1.97255,-2.15077,-1.39594,0.762101,2.51356,1.07405,0
2.97224,1.35711,0.344702,-2.62401,0.190859,0.812299,1
1.87099,1.86311,2.18261,-0.602373,-3.04485,-2.94932,1
-2.92101,1.15466,2.45504,2.16543,-2.3006,-2.36071,1
-3.0352,0.153645,-2.3893,-2.98513,-0.553064,2.33711,1
0.383437,1.41326,2.92289,3.09257,2.69716,-2.53188,0
-2.21975,2.79937,-1.45907,-2.79087,-1.34972,2.26896,1
-1.91651,-0.514277,-1.59542,1.86123,-0.467121,2.44709,0
1.63662,0.730501,0.168434,-0.82432,2.46464,1.58814,1
1.46573,-1.59541,-0.682545,2.69228,1.73239,-1.37716,0
1.29486,-0.743971,1.03591,1.7405,-1.78745,2.62266,0
-2.59973,-2.60451,-0.0840211,-0.988108,-2.84694,1.94414,0
-0.822675,-2.14627,-1.71566,-0.913601,0.632022,-2.81767,0
-2.18248,-1.35236,2.86414,0.228528,-0.917935,2.41107,0
2.38313,1.59017,-1.00736,-0.073658,2.72576,3.00067,1
1.23795,2.7948,-1.20403,0.275809,0.48463,1.2903,1
-2.37697,-2.78575,-0.425659,1.21126,0.45499,0.844342,0
1.22242,2.10324,1.87082,-1.28762,-2.61407,2.80608,1
-0.567582,0.1439,3.02145,2.16355,-2.6468,-2.44575,1
-0.939786,2.22388,0.230628,-1.25402,3.01128,2.6695,1
-1.21204,2.79443,0.040761,1.33129,-2.65058,-1.7705,0
0.690769,-2.93804,2.69909,1.38419,-0.10021,-1.23816,1
-0.925382,-1.07053,-0.71573,-1.64996,-0.66033,-1.29297,1
-2.06142,-0.817971,1.06627,-2.33028,-1.83174,-0.0423462,0
0.135153,-1.71507,1.80901,-2.20977,-3.05045,2.7349,0
1.28049,0.071905,0.0170597,-0.605689,-0.023087,-2.76482,0
-2.22642,-0.114504,0.524054,0.0548838,-2.701,-1.70821,0
3.07858,-1.04915,-3.05185,0.169423,1.15092,0.582988,0
1.83664,-2.3977,1.83044,0.47884,-2.39925,0.0926652,1
-1.69131,-0.456937,1.16402,-0.241914,-2.6953,0.464514,1
-2.24733,-0.728836,-1.91947,-0.911979,2.96154,1.12244,1
-0.900307,1.55093,0.135482,2.11373,1.22171,1.62534,0
1.03365,-2.85395,-3.0655,-2.24392,2.68879,2.14365,1
2.93595,1.47478,1.54895,-0.993044,1.92864,-2.78482,1
-2.28765,-1.65737,-0.564225,1.60881,1.58719,1.96379,1
1.25344,-3.06163,-0.297918,2.66796,2.35013,2.37473,0
-2.98971,2.71388,2.71893,-0.655699,1.17832,1.97431,1
-0.919476,0.117761,1.79964,0.970815,0.995,2.17485,1
-2.28005,-0.755969,-1.94646,0.92659,-2.73902,-3.05577,0
1.263,0.0106251,1.6175,0.08256,-2.57517,2.39376,1
1.29968,2.17812,2.53479,-0.827073,0.343865,2.76486,0
1.52219,1.85014,2.50529,1.32036,1.08712,-0.724527,1
1.66622,2.66864,1.81572,0.848911,2.65446,1.46073,1
-1.03346,2.47319,-0.812004,2.46559,-0.580693,1.19156,1
2.91675,1.37212,-0.49347,-2.41385,-2.78934,0.592337,0
-1.4801,2.40362,-1.36034,-2.00085,1.03988,-2.06636,1
2.15285,-2.23752,1.89218,0.24504,0.159014,2.83693,0
3.12244,0.658054,1.71065,2.6772,2.8037,-0.0898708,0
2.25881,1.34344,-3.01337,-3.06792,-2.1444,-1.84409,0
-2.71421,-0.950775,3.09125,-0.945177,-2.0331,-1.60592,1
-2.61829,-1.81168,3.0114,1.84,-2.13092,-1.04507,1
0.182802,-2.57862,-0.0292941,-2.4745,1.95786,-1.32925,1
-0.470775,-1.13809,-2.62273,0.688651,-1.8761,0.880296,0
2.04036,-0.956884,2.30238,-1.63837,2.80125,-0.400356,1
-0.0708843,-0.990655,0.000575765,0.0924746,-3.01943,-2.46277,0
-1.26807,2.59274,0.449266,1.76995,-1.14852,-2.07906,0
-1.04124,1.73097,2.41729,1.02218,1.98304,-0.238809,0
0.0272585,0.766022,-0.703593,0.0825335,1.58378,2.4299,1
0.587837,-0.822095,-0.690359,-3.05071,-0.407254,-0.341548,0
-3.01494,-0.599976,1.87443,1.55063,-1.38681,2.13889,0
-2.62436,1.23902,2.53101,1.99573,-2.4309,2.26243,0
-0.769334,1.57014,-2.79675,-2.51108,2.06883,2.34334,1
-2.30351,1.02224,-0.951831,0.530751,0.577631,-2.43053,1
-1.14622,-2.41834,-1.01729,-3.10258,-1.75204,1.16258,1
-1.68198,-0.620921,-0.834642,-1.88804,1.57367,2.4823,0
-1.89238,-1.5828,-2.81046,2.33186,-0.72479,-1.5282,1
2.71344,0.627427,0.267162,0.901962,-0.476676,2.63644,1
0.994952,3.11383,-2.5009,-2.70176,-1.68679,3.07842,0
-1.58871,-1.00883,-2.98966,-2.52786,-1.83362,1.28872,1
-1.11346,1.32284,-0.894308,-1.27313,0.702212,-3.13381,1
2.81823,1.13093,2.39528,-1.13726,1.85964,-1.83344,1
1.77132,0.0587094,-0.566831,2.85504,1.51283,-2.39298,1
-0.273637,-0.209323,1.97533,1.86298,0.229635,2.71795,0
1.84294,1.93011,1.65795,-1.00808,1.02216,0.729496,1
0.752291,-0.0540118,3.13561,0.169525,-0.132388,-1.71317,1
0.931754,0.416122,-2.74297,2.76644,1.00733,2.93292,1
1.77519,2.56341,-2.93982,1.22675,-0.113301,0.291594,1
-1.06252,1.55934,-2.1082,-0.149411,1.16022,-3.06283,1
-0.91116,0.00957868,0.739564,2.24,0.878631,0.229621,1
0.173373,-1.28632,-0.334491,1.90043,1.86711,1.75702,0
0.383912,1.55211,-2.69716,-2.64272,-2.35601,0.798302,0
2.04988,2.81528,-2.64525,-3.0235,-1.78656,-2.42515,1
-2.7905,2.33236,1.45222,2.94634,-0.821018,2.64141,1
-2.1943,-2.65833,-0.463764,1.71318,2.94532,-1.37185,0
0.166399,0.224723,-1.3762,0.409224,-0.863916,-1.09945,1
-0.188536,2.23852,2.1159,-0.110306,-0.618418,-1.78294,0
0.434734,-1.0462,-0.642939,-2.8882,-2.79009,1.93723,0
-2.86431,0.585219,-0.615663,-1.70933,-1.85564,0.258831,0
-3.12762,0.659883,3.11801,0.481603,1.78383,-0.864476,1
-2.21295,-1.43789,0.902175,-1.76009,-1.80166,-1.18235,1
-1.52222,1.84401,-0.767072,2.748,-1.11245,-1.89851,0
-1.19301,-0.0157536,-1.96421,2.84765,-0.234312,0.151702,1
-0.178012,2.08114,-0.637964,-0.642166,-3.10724,1.2025,0
-1.40163,2.55701,-2.22295,-0.0694231,-0.243829,2.86247,0
2.57538,-2.30657,-1.36476,1.42691,2.74452,-1.05165,1
-1.90927,-2.04241,0.177195,1.81907,1.84136,1.89825,1
2.79877,0.569568,-1.87661,-0.6789,0.842178,0.536741,0
1.43655,0.0116507,0.211722,-1.38278,-1.87929,-3.00235,0
1.67544,-2.56945,-1.85573,-2.46614,-1.39499,-1.59767,0
-1.97493,-2.18819,1.34088,-0.159191,-0.566343,-1.95713,1
-0.750957,-0.909915,2.6433,-0.341345,-0.767041,0.693975,0
3.03854,-2.2295,-2.4805,0.0732903,-2.2809,-2.51893,1
-0.417494,-0.716521,0.518207,1.20553,1.27706,-1.52212,0
1.69558,3.12421,-0.596481,-0.160644,2.62716,2.03905,0
3.00543,1.03001,-2.13656,0.78642,-1.59286,1.83765,1
-2.94227,2.85106,-1.96181,-2.15775,1.23033,-1.26763,1
2.60761,0.209556,-3.11493,-1.56384,-1.69372,-2.32168,1
-2.05325,1.05274,2.8719,-1.0063,-2.71172,-3.11568,1
2.69023,0.53035,-0.808212,0.111916,-0.660595,-1.03583,1
0.520669,-1.57231,-1.00654,1.97001,2.57575,0.0616795,0
-0.15183,-0.0322842,-2.10687,-2.53071,2.69329,1.37877,1
-2.42221,0.348597,-3.09644,0.504128,-1.07103,-0.801957,0
1.90749,1.79333,-0.877649,-3.13864,1.67378,-0.770476,1
-0.633678,0.718747,-2.42813,-1.58817,-1.58106,-1.60943,1
-0.646298,-1.47989,2.63814,2.15057,2.81786,0.335048,0
-2.53178,0.164595,0.330606,-2.24325,1.47782,-2.40281,1
-3.11605,-1.46214,-1.69116,-3.10806,0.405086,2.61749,0
0.951808,-0.51741,1.84884,0.918586,-2.31451,-1.14825,0
1.19276,2.8829,-0.786926,2.22365,-0.135722,2.92926,1
2.77211,1.90137,-0.75768,-2.45813,0.525488,-2.28507,0
1.04476,0.716489,1.50418,0.15658,-2.21399,2.9788,1
3.01187,0.0921789,0.475715,1.25443,-1.6331,0.044026,0
-2.51598,3.11097,0.365239,0.212832,2.71358,-2.99691,0
2.27404,0.481072,-0.549971,-0.33849,0.737167,2.93399,0
-3.05422,-2.45317,-1.21891,1.05024,-3.00552,1.84531,0
1.61406,2.21629,1.23005,0.616664,1.97668,-2.95856,1
-1.36238,1.7894,-0.334925,2.03938,0.813924,-1.62884,1
1.666,-1.35338,-0.236956,-0.498196,-2.28918,0.108505,1
1.47394,2.77806,0.293476,2.12842,-2.17404,2.70558,0
1.11804,-2.14108,-1.60974,-0.0852876,2.21536,0.0573408,0
-0.23981,1.73067,-0.604284,-2.67699,-1.18227,0.412645,0
3.12538,-2.84627,1.69574,0.82866,1.82454,1.04836,1
-2.87475,2.87175,-2.74949,-0.570269,-2.30823,-1.7766,0
-0.759533,-1.26594,3.01359,-1.94857,0.0613978,2.26503,1
0.958042,0.119512,1.31458,-1.48072,2.1682,1.14148,1
-1.20519,0.884299,-0.59388,-0.81538,0.72918,-0.284204,0
1.71957,2.51978,-1.38032,1.53231,-2.45925,-2.86583,0
-2.89442,0.568916,-2.72065,-1.21225,-0.575182,-1.67628,1
1.78636,-1.30789,0.207356,-2.77774,2.92869,0.150689,0
-0.767141,0.765995,-1.8709,-0.600478,1.20554,1.43737,0
-1.4039,2.78041,-1.71812,-0.770102,2.62173,-2.4979,0
-1.00159,1.48169,0.80792,2.01479,2.56848,2.19366,0
1.85889,-2.76045,-1.99148,2.09429,1.61824,-1.18042,1
-1.71248,1.86482,-1.09439,1.64405,-0.194007,1.4405,1
0.0983555,-1.42274,-2.16792,2.00914,-2.42007,0.714833,1
-3.05326,0.360473,-0.744553,0.303511,2.63113,-1.6849,0
3.09499,0.960845,-1.71159,0.0927626,2.42373,0.136803,0
-0.409402,-2.36089,0.790451,2.21519,1.71895,-1.71392,1
0.807819,2.74156,-2.7795,-0.321483,2.39362,-0.367277,0
2.3956,-0.530778,1.78953,0.434066,-0.287049,2.14782,1
1.53513,-2.01647,-2.08748,-1.12723,-1.45796,-0.265885,0
-2.08242,2.28105,0.852008,0.093399,-1.26937,0.266217,1
-1.46005,-2.13745,-0.576616,2.96289,2.33868,-2.08901,0
1.88489,-1.83067,2.63917,-3.06037,1.53687,-2.3159,0
-2.12289,-1.36838,-0.955021,-1.2175,2.60304,1.43681,0
0.515145,2.69245,-2.81442,2.51153,-3.08863,1.60842,0
0.290739,2.06661,-2.95435,1.10486,0.043362,-2.9856,1
0.364372,-1.99726,0.938501,0.678616,-2.94732,-0.844417,1
-0.781847,-1.0105,-2.02107,-3.03355,-2.07417,-2.29496,1
1.92849,1.57303,1.79091,2.94846,1.12227,-2.57789,0
-1.82799,-2.46756,0.430872,0.597861,-1.42579,1.42375,1
-0.837338,1.26228,-2.9158,-0.435327,0.222242,1.40948,0
0.378975,-1.80519,-2.14882,-0.0597951,-2.79539,1.41456,1
-0.362857,1.10557,2.33152,1.16673,-1.53953,-0.145249,0
0.0257786,2.00761,-2.19611,1.34112,-0.625569,0.576815,1
0.802946,0.624276,-2.31085,-1.73381,2.20666,-2.34772,1
1.53718,1.04062,0.909978,-2.967,1.6706,1.02988,0
2.51343,-2.71099,-0.481757,0.154787,-1.01154,-3.10094,0
-2.01108,1.73084,-1.56203,-2.54276,-1.90569,0.294109,0
0.541421,1.75542,0.778924,1.75496,1.62526,-1.79937,1
-2.90639,-2.02643,-2.52982,-1.85476,2.42945,0.194407,0
-0.554422,2.39775,-3.02263,-3.05534,1.17316,0.162476,1
1.22125,-1.10091,2.89476,1.88594,1.86371,-1.92698,1
0.31911,1.63271,-2.67612,1.18931,1.91885,0.70151,1
2.23394,-1.44288,-0.834094,0.0483556,0.188855,-2.96984,1
0.100785,-1.96976,-0.543326,1.0087,-2.40938,1.77123,0
2.22466,1.79022,-0.993178,1.21426,-2.8994,1.09356,1
-1.73426,-1.23013,2.78003,-0.740685,1.3329,2.55668,1
1.67311,-2.93465,2.39365,1.77225,-2.63799,2.2694,1
2.64001,1.43948,-2.65346,2.56149,-2.67667,-2.89464,1
1.42899,1.49416,-1.27924,1.86228,-0.910683,1.29529,1
1.17839,-0.642104,-2.47719,1.8126,-0.805191,1.4921,1
-0.662004,3.04545,-2.84618,1.03124,-1.52035,-0.262821,1
2.59279,0.99975,2.1274,2.12892,1.62777,-1.53873,1
1.11616,0.575909,-2.71728,2.65973,1.13157,-2.83757,1
0.143978,3.09262,2.18369,0.475961,2.99552,0.741924,1
2.52744,-0.663936,1.08049,0.514313,-0.263329,-0.928504,0
-2.59911,-1.76128,0.440659,-1.12065,2.62235,-2.37484,0
2.14412,1.93228,1.20326,1.29085,3.10372,-1.89629,0
-2.66526,-1.07784,-0.677498,2.3164,1.39721,-2.63425,1
-2.83575,2.38191,-0.713119,-2.38228,3.09062,0.781497,0
2.8694,-1.70796,-1.95144,-2.22075,-0.427431,1.03527,0
-1.40393,0.0482132,-0.605094,2.94292,-0.117008,2.72509,0
3.01234,-1.54976,2.30371,-0.767888,2.02032,-0.42841,1
2.10771,0.745059,0.936059,1.28141,-1.12001,-1.24205,0
0.715709,1.85425,1.02113,1.27542,2.28671,1.86193,0
2.15401,0.0315392,-0.46793,-1.86533,-1.35746,3.12703,0
2.8647,-0.656035,-1.68357,1.32681,1.03861,0.0218776,0
-0.234853,0.273281,2.57898,-1.26226,1.54618,-0.986902,1
1.13379,-1.18238,2.544,2.14315,2.02249,2.539,1
2.46072,3.01783,-0.727956,1.122,-0.738377,-2.71018,1
0.196803,0.37208,-1.23565,1.14237,0.752674,2.81283,0
-0.302926,2.50325,0.435781,2.65801,-1.62137,-1.52114,1
-1.41853,-1.67811,2.09437,1.90216,0.233213,-0.0949809,0
-3.0128,-2.62351,0.446227,-1.99,-2.36863,0.298732,1
3.13176,-1.78315,1.8152,1.97632,0.0833398,-2.75609,0
2.28436,2.30431,1.72116,-2.72334,-1.57792,-2.46865,1
-1.45054,1.02925,-3.04492,1.24829,1.83952,2.71171,1
2.37271,-0.199165,2.19406,-0.403273,2.04517,-0.342655,1
1.80835,2.60974,1.97488,2.83367,-2.82079,2.23283,0
-1.34453,-3.00815,-1.93004,1.94237,-2.08344,-1.86318,1
-2.99595,3.08198,-2.08359,-0.679703,1.08555,2.17127,1
1.41787,-2.89351,-1.8123,1.49593,-2.8579,0.915815,0
2.64914,2.39175,-1.34759,0.315351,2.54233,0.86498,1
-1.50599,-1.93521,-0.422663,0.869768,0.970139,2.15254,1
2.49523,-0.776328,-2.48494,1.35152,-2.07251,-1.60044,0
-1.16454,2.71812,1.03803,-2.17935,-1.91457,2.1577,1
-0.781291,-2.88692,2.03443,-2.5149,0.451909,-2.6467,0
-1.82805,0.19463,-1.08937,0.208907,0.572853,2.78855,0
2.72818,1.58515,-1.04321,0.305431,2.1344,0.534606,1
0.635971,2.82454,-0.0433211,2.67525,-2.88865,0.748161,1
-1.19184,2.36234,0.411533,-1.70098,-2.69536,-0.985107,0
1.95336,0.375225,1.73309,0.283734,-1.81266,0.0223088,0
2.1415,2.91466,1.01516,0.50472,-2.208,1.92374,1
-0.798756,-2.29264,-3.075,1.85907,-2.22775,1.23014,1
-2.71912,3.04866,0.869309,0.262581,-2.68511,0.209253,1
-3.0527,-2.43924,-1.09591,1.58965,-1.72085,2.50395,0
1.56961,2.66956,2.24762,0.480158,0.370077,0.178609,0
1.12709,2.88248,-1.94884,-0.257636,2.58752,0.80851,1
-1.15619,-2.61513,0.0284969,0.71432,-0.798645,2.95276,1
1.91665,2.76723,0.945268,-1.41289,-1.67086,2.43759,0
-0.319965,-1.76851,0.992064,1.03381,-1.11627,2.61273,1
1.01143,-2.11283,-2.21367,-1.37106,-1.78018,0.389304,0
-2.04228,-0.475693,-0.262748,0.149841,-0.955395,-2.19334,0
2.94231,-0.601326,1.27699,2.68649,-2.90325,2.83565,1
-0.981907,2.48916,-2.1887,-1.57694,0.421044,0.437723,0
-2.89896,2.55644,0.087995,2.24113,-1.05531,3.07061,1
1.84118,1.74096,0.314686,-0.983801,-2.78589,-2.13407,0
-2.92589,-1.86608,2.35441,3.08423,0.304556,-1.02061,1
0.115624,1.10711,-0.711238,-2.55667,1.42584,-1.41565,0
2.26579,-1.36691,-3.02582,-1.83981,-1.91416,-0.48321,0
1.11018,-2.34333,0.522538,-2.79632,-0.92366,1.05712,1
2.88958,-1.98054,-1.47112,0.561914,-2.05827,-2.32212,0
-1.9917,2.3106,-3.08777,1.05117,-2.7068,0.335709,1
-1.84607,0.20131,2.37986,-0.022991,0.980304,2.3701,1
0.616062,0.872383,2.31327,-0.672578,-2.99588,2.31962,1
-3.02569,-2.86594,-2.16981,-1.06276,0.0190159,-2.96116,1
3.12915,-2.01007,0.323083,-2.64896,2.71639,-2.46671,0
0.991198,2.11812,-1.23778,1.24093,-0.992577,-1.82372,0
2.67572,0.79567,-2.98469,2.73224,-2.27192,-1.29431,1
-2.90342,1.49536,0.4787,1.73584,2.52787,0.843732,1
-3.126,-1.84691,-2.28733,1.78953,2.97982,2.45513,1
-1.70076,-0.28617,-2.90215,-1.21934,1.89522,-2.83488,1
-2.16163,2.12709,1.59318,1.3136,2.66355,0.989511,1
0.499686,0.381836,-1.37809,-3.02277,2.88569,1.79612,1
-2.8231,1.6655,-1.17224,2.27298,-1.11469,-2.82567,0
-2.24791,2.90145,3.10174,0.535782,-1.85722,-0.808681,1
-0.746128,-2.02872,-0.139052,-1.91765,1.67189,1.69014,1
2.50695,-1.59167,-2.8632,1.81052,3.11645,-1.70132,0
2.21122,1.8332,-1.89527,0.383391,-1.6264,-2.99617,1
-2.46447,-0.93639,0.461599,-2.08022,-2.99716,-0.034396,1
2.76339,0.980643,2.29983,0.863197,-1.58475,-2.26759,0
2.91864,1.65704,-2.32065,0.951603,-3.07628,0.964069,1
2.54394,-0.972728,-1.9726,0.854972,-1.97626,-1.64878,1
2.00576,-2.39849,-0.28668,2.18307,1.39937,-1.13234,1
-2.87647,1.34857,0.77508,-0.768579,3.11145,-0.876331,1
-0.807971,-0.511618,-0.401158,2.52297,0.324318,-1.13145,1
-0.327284,-1.63737,1.35755,-1.10159,1.86996,0.33024,0
1.83647,1.40713,-2.8964,2.16511,-2.10067,-0.305735,0
0.0971937,-2.35616,1.62169,1.16189,2.19613,-1.68076,1
2.84022,-2.76019,2.23527,-1.36781,-0.399234,-0.945197,0
0.352529,-2.31983,-1.96324,2.04807,1.30951,-1.5891,0
